"Order","Price","LotFrontage","LotArea","LotConfig","HouseStyle","Quality","Condition","YearBuilt","YearRemodel","ExteriorQ","ExteriorC","Foundation","BasementHt","BasementC","BasementFin","BasementFinSF","BasementUnFinSF","BasementSF","Heating","HeatingQC","CentralAir","FirstSF","SecondSF","GroundSF","BasementFBath","BasementHBath","FullBath","HalfBath","Bedroom","KitchenQ","TotalRooms","Fireplaces","GarageType","GarageCars","GarageSF","GarageQ","GarageC","WoodDeckSF","OpenPorchSF","EnclosedPorchSF","ScreenPorchSF"
1311,98,34,4571,"Inside","2Story",5,5,1916,1950,"TA","TA","BrkTil","TA","TA","Unf",0,624,624,"GasA","Fa","N",624,720,1344,0,0,1,0,4,"TA",7,0,"Detchd",3,513,"Fa","Fa",0,0,96,0
2118,187.5,0,12205,"Inside","2Story",6,8,1966,2007,"TA","TA","CBlock","TA","Fa","LwQ",568,264,832,"GasA","Gd","Y",976,1111,2087,0,0,2,1,5,"Gd",9,0,"Attchd",2,444,"TA","TA",133,168,0,0
660,125,60,10230,"Inside","1Story",5,7,1925,1950,"TA","TA","BrkTil","TA","TA","Unf",0,1054,1054,"GasA","Ex","Y",1078,0,1078,0,0,1,0,3,"Ex",6,0,"Detchd",1,264,"TA","TA",0,0,0,112
563,123,65,7150,"Inside","1Story",5,6,1962,1962,"TA","TA","CBlock","TA","TA","LwQ",140,182,912,"GasA","Gd","Y",912,0,912,0,1,1,0,3,"TA",6,0,"Attchd",1,252,"TA","TA",0,0,0,0
2604,105,60,10410,"Corner","1.5Fin",3,4,1915,1950,"TA","TA","PConc","TA","TA","Unf",0,672,672,"GasA","TA","Y",694,520,1214,0,0,1,0,3,"TA",6,0,"Detchd",3,936,"TA","TA",216,0,160,0
1602,113,100,21750,"Inside","1Story",5,5,1954,1954,"TA","TA","CBlock","TA","TA","Unf",0,988,988,"GasA","Ex","Y",988,0,988,0,0,1,0,2,"TA",4,0,"Attchd",2,520,"TA","TA",0,0,0,0
1482,149.3,0,4426,"Inside","1Story",6,5,2004,2004,"Gd","TA","PConc","Gd","TA","GLQ",697,151,848,"GasA","Ex","Y",848,0,848,1,0,1,0,1,"Gd",3,1,"Attchd",2,420,"TA","TA",149,0,0,0
594,130,62,7130,"Inside","1Story",5,6,1967,1967,"TA","TA","PConc","TA","TA","BLQ",648,216,864,"GasA","TA","Y",864,0,864,0,1,1,0,2,"TA",5,0,"Attchd",1,312,"TA","TA",0,0,0,0
1849,174,24,2645,"Inside","2Story",8,5,1999,2000,"Gd","TA","PConc","Gd","TA","Unf",0,776,776,"GasA","Ex","Y",764,677,1441,0,0,2,1,2,"Gd",5,0,"Detchd",2,492,"TA","TA",206,0,0,0
922,160,130,9600,"Inside","1.5Fin",5,7,1940,1950,"Gd","Gd","BrkTil","TA","Fa","Rec",428,300,728,"GasA","Ex","Y",976,332,1308,1,0,1,1,2,"TA",7,2,"Detchd",1,256,"TA","TA",0,70,0,0
643,131,53,8128,"CulDSac","1Story",6,7,1954,1954,"TA","TA","CBlock","TA","TA","ALQ",490,572,1062,"GasA","Gd","Y",1062,0,1062,1,0,1,0,3,"TA",6,0,"Attchd",1,297,"TA","TA",0,0,0,0
1876,143,0,10355,"Corner","1Story",5,5,1967,1967,"TA","TA","CBlock","TA","TA","BLQ",695,519,1214,"GasA","TA","Y",1214,0,1214,0,0,2,0,3,"TA",5,1,"Attchd",1,318,"TA","TA",0,111,0,0
1873,175.5,80,9600,"Inside","1Story",7,6,1973,1973,"TA","TA","CBlock","TA","TA","ALQ",916,326,1242,"GasA","Fa","Y",1242,0,1242,0,0,1,1,3,"TA",6,1,"Attchd",2,528,"TA","TA",0,0,0,0
679,90,60,7200,"Inside","1Story",4,5,1949,1950,"TA","TA","Slab","None","None","None",0,0,0,"Wall","Fa","N",1040,0,1040,0,0,2,0,2,"TA",6,0,"Detchd",2,420,"TA","TA",0,0,0,0
1143,189,43,14565,"CulDSac","2Story",7,5,1994,1995,"Gd","TA","PConc","Gd","TA","GLQ",537,295,832,"GasA","Ex","Y",832,825,1657,0,0,2,1,3,"Gd",6,0,"Attchd",2,483,"TA","TA",144,74,0,0
2868,230,90,14115,"Inside","1Story",6,7,1956,2004,"TA","TA","PConc","TA","TA","ALQ",296,230,1073,"GasA","Ex","Y",1811,0,1811,0,0,1,0,2,"Ex",6,1,"Attchd",2,470,"TA","TA",0,0,280,0
966,220,0,6853,"Inside","1Story",8,5,2001,2002,"Gd","TA","PConc","Ex","TA","GLQ",1005,262,1267,"GasA","Ex","Y",1296,0,1296,1,0,2,0,2,"Gd",6,0,"Attchd",2,471,"TA","TA",192,25,0,0
2614,120,60,7332,"Inside","1Story",6,6,1959,1959,"TA","TA","CBlock","TA","TA","BLQ",414,450,864,"GasA","Ex","Y",864,0,864,1,0,1,0,2,"Gd",4,0,"Attchd",1,288,"TA","TA",168,0,0,0
2297,138,50,6723,"Inside","SFoyer",5,7,1971,1971,"TA","TA","CBlock","Gd","TA","GLQ",796,0,796,"GasA","TA","Y",796,0,796,0,1,1,0,2,"TA",5,0,"None",0,0,"None","None",129,0,0,0
2631,155,69,7590,"Inside","2Story",6,5,1966,1966,"TA","TA","CBlock","TA","TA","BLQ",512,148,660,"GasA","TA","Y",660,688,1348,0,0,1,1,3,"TA",6,1,"Attchd",2,453,"TA","TA",188,108,0,0
2128,204.75,69,9337,"Inside","2Story",6,5,1997,1997,"TA","Gd","PConc","Gd","TA","GLQ",648,176,824,"GasA","Ex","Y",905,881,1786,1,0,2,1,3,"Gd",7,0,"Attchd",2,684,"TA","TA",0,162,0,0
1322,55,60,11340,"Inside","2Story",2,1,1920,1950,"Fa","Fa","BrkTil","Fa","Fa","Unf",0,723,723,"GasA","TA","N",723,363,1086,0,0,1,0,2,"TA",5,0,"Detchd",2,400,"Fa","Po",0,24,144,0
2091,179.9,114,10357,"Corner","1Story",7,5,1990,1991,"Gd","TA","PConc","Gd","TA","GLQ",738,172,910,"GasA","Gd","Y",1442,0,1442,1,0,2,0,3,"Gd",6,1,"Attchd",2,719,"TA","TA",0,244,0,0
1736,176.485,73,8993,"Inside","1Story",7,5,2007,2007,"Gd","TA","PConc","Gd","TA","Unf",0,1302,1302,"GasA","Ex","Y",1302,0,1302,0,0,2,0,3,"Gd",6,0,"Attchd",2,436,"TA","TA",0,22,0,0
2444,286,84,9660,"Inside","2Story",8,5,1998,1998,"Gd","TA","PConc","Gd","TA","GLQ",791,253,1044,"GasA","Ex","Y",1079,897,1976,1,0,2,1,3,"Gd",7,1,"Attchd",3,885,"TA","TA",210,31,0,0
1595,115,0,2665,"Inside","2Story",5,6,1976,1976,"TA","TA","PConc","Gd","TA","Unf",0,264,264,"GasA","TA","Y",616,688,1304,0,0,1,1,3,"TA",4,1,"BuiltIn",1,336,"TA","TA",141,24,0,0
1645,174,0,10960,"Inside","1Story",6,5,1984,1984,"TA","TA","CBlock","Gd","TA","GLQ",256,1028,1284,"GasA","TA","Y",1284,0,1284,1,0,2,0,3,"TA",5,0,"Attchd",2,480,"TA","TA",0,0,192,0
888,198.5,64,7301,"Corner","SFoyer",7,5,2003,2003,"Gd","TA","Slab","None","None","None",0,0,0,"GasA","Ex","Y",495,1427,1922,0,0,3,0,4,"Gd",7,1,"BuiltIn",2,672,"TA","TA",0,0,177,0
1757,170,76,9967,"Inside","SLvl",7,5,2000,2000,"TA","TA","PConc","Gd","TA","Unf",0,384,384,"GasA","Ex","Y",774,656,1430,0,0,2,1,3,"TA",8,1,"BuiltIn",2,400,"TA","TA",100,0,0,0
2830,130,24,2522,"Inside","2Story",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","Unf",0,970,970,"GasA","Ex","Y",970,739,1709,0,0,2,0,3,"Gd",7,0,"Detchd",2,380,"TA","TA",0,40,0,0
87,122,0,9819,"Inside","1Story",5,5,1967,1967,"TA","Gd","CBlock","TA","TA","BLQ",450,432,882,"GasA","TA","Y",900,0,900,0,0,1,0,3,"TA",5,0,"Detchd",1,280,"TA","TA",0,0,0,0
1944,135,60,9600,"Inside","1.5Unf",5,7,1949,2003,"TA","TA","CBlock","TA","TA","ALQ",220,625,845,"GasA","TA","Y",893,0,893,0,1,1,0,2,"Gd",4,0,"Detchd",2,576,"TA","TA",0,0,0,0
2359,155,80,10000,"Inside","1Story",6,6,1974,1974,"TA","TA","CBlock","TA","TA","ALQ",755,348,1103,"GasA","TA","Y",1103,0,1103,0,0,2,0,3,"TA",6,0,"Attchd",2,462,"TA","TA",295,84,0,0
2563,133,79,9490,"Inside","1.5Fin",6,7,1941,1950,"TA","TA","CBlock","TA","TA","BLQ",403,238,806,"GasA","TA","Y",958,620,1578,1,0,1,0,3,"Fa",5,2,"Attchd",1,240,"TA","TA",0,0,32,0
683,118.9,60,7200,"Corner","1Story",5,7,1952,1952,"TA","Gd","CBlock","TA","Gd","ALQ",630,0,732,"GasA","TA","Y",732,0,732,1,0,1,0,2,"TA",4,0,"Detchd",1,240,"TA","TA",0,68,0,0
2410,171.75,0,3136,"Corner","1Story",7,5,2003,2003,"Gd","TA","PConc","Gd","TA","Unf",0,1405,1405,"GasA","Ex","Y",1405,0,1405,0,0,2,0,2,"Gd",6,1,"Attchd",2,478,"TA","TA",148,36,0,0
1752,165.5,0,11950,"Corner","SLvl",7,5,2003,2003,"Gd","TA","PConc","Gd","TA","Unf",0,384,384,"GasA","Ex","Y",754,640,1394,0,0,2,1,3,"Gd",7,1,"BuiltIn",2,400,"TA","TA",100,0,0,0
2238,75.2,46,3672,"Inside","1Story",5,7,1922,1950,"TA","TA","BrkTil","TA","TA","Unf",0,816,816,"GasA","Ex","Y",816,0,816,0,0,1,0,2,"TA",5,0,"Detchd",1,100,"Fa","Fa",0,0,96,0
629,110,120,13560,"Corner","1Story",6,3,1968,1968,"TA","TA","CBlock","Fa","Fa","Unf",0,1392,1392,"GasA","Gd","Y",1392,0,1392,1,0,1,0,2,"TA",5,2,"Attchd",2,576,"TA","TA",0,0,240,0
2816,164.99,65,8767,"Inside","1Story",7,5,2005,2005,"Gd","TA","PConc","Gd","TA","GLQ",24,1286,1310,"GasA","Ex","Y",1310,0,1310,0,0,2,0,3,"Gd",6,1,"Attchd",2,400,"TA","TA",0,0,0,0
684,138,80,8000,"Inside","SLvl",5,5,1959,1959,"TA","TA","CBlock","Gd","TA","GLQ",433,0,528,"GasA","TA","Y",1183,0,1183,1,0,1,0,3,"TA",6,0,"Attchd",1,288,"TA","TA",0,0,0,0
1708,342,99,13069,"Inside","2Story",8,5,2004,2004,"Gd","TA","PConc","Gd","TA","Unf",0,1706,1706,"GasA","Ex","Y",1718,1238,2956,0,0,2,1,5,"Ex",11,1,"BuiltIn",3,916,"TA","TA",194,50,0,0
284,80,60,12180,"Inside","1.5Fin",4,4,1941,1950,"TA","Fa","BrkTil","Gd","TA","BLQ",348,324,672,"Grav","Fa","N",672,252,924,1,0,1,0,2,"Fa",5,0,"Detchd",1,280,"TA","TA",0,0,0,0
1606,138,60,6600,"Inside","1Story",5,8,1982,2003,"TA","Gd","PConc","TA","Gd","GLQ",816,0,816,"GasA","Ex","Y",816,0,816,1,0,1,0,2,"TA",4,0,"Detchd",2,816,"TA","TA",0,0,0,0
417,138,24,2364,"Inside","2Story",6,5,1978,1978,"Gd","TA","CBlock","Gd","TA","ALQ",279,576,855,"GasA","TA","Y",855,601,1456,0,0,2,1,3,"TA",6,1,"Attchd",2,440,"TA","TA",147,0,0,0
2361,116.05,71,9353,"Inside","1Story",4,5,1970,1970,"TA","TA","CBlock","TA","TA","Unf",0,864,864,"GasA","Gd","Y",864,0,864,0,0,1,0,3,"TA",5,0,"Attchd",1,280,"TA","TA",0,0,0,0
1506,120,60,12180,"Inside","1.5Fin",5,7,1938,2007,"TA","TA","PConc","TA","TA","Unf",0,585,585,"GasA","Gd","Y",585,468,1053,0,0,1,1,2,"Ex",5,0,"None",0,0,"None","None",42,0,0,0
2478,187,70,8304,"Inside","2Story",6,5,1997,1998,"TA","TA","PConc","Gd","TA","Unf",0,941,941,"GasA","Ex","Y",941,896,1837,0,0,2,1,3,"TA",7,0,"Attchd",2,688,"TA","TA",150,165,0,0
623,124,65,8944,"Inside","1Story",5,5,1967,1967,"TA","TA","CBlock","TA","TA","Unf",0,1584,1584,"GasA","TA","Y",1584,0,1584,0,0,2,0,4,"TA",8,0,"Detchd",3,792,"TA","TA",0,152,0,0
1418,95,60,9084,"Inside","1.5Fin",5,6,1941,1950,"TA","TA","CBlock","TA","Fa","LwQ",236,0,616,"GasA","TA","N",616,495,1111,0,1,1,0,3,"TA",5,0,"Detchd",1,200,"TA","Fa",48,0,0,0
986,143,85,14115,"Inside","1.5Fin",5,5,1993,1995,"TA","TA","Wood","Gd","TA","GLQ",732,64,796,"GasA","Ex","Y",796,566,1362,1,0,1,1,1,"TA",5,0,"Attchd",2,480,"TA","TA",40,30,0,0
1233,165,101,9150,"Corner","SLvl",6,5,1962,1962,"TA","TA","CBlock","Gd","TA","GLQ",371,728,1099,"GasA","Gd","Y",1431,0,1431,0,1,1,0,3,"TA",6,1,"Basment",1,296,"TA","TA",64,110,0,0
2723,105,0,17529,"Inside","1Story",5,5,1924,1950,"TA","TA","BrkTil","TA","TA","Unf",0,872,872,"GasA","Fa","N",872,0,872,0,0,1,0,2,"Fa",5,1,"Detchd",1,322,"Fa","Fa",0,0,116,0
2347,169,0,10464,"FR3","SFoyer",6,6,1980,1980,"TA","TA","CBlock","Gd","TA","GLQ",850,138,988,"GasA","TA","Y",1102,0,1102,1,0,1,0,2,"TA",5,1,"Attchd",2,582,"TA","TA",140,22,0,0
1629,163.9,0,9125,"Inside","SLvl",7,5,1992,1992,"TA","TA","PConc","Gd","TA","Unf",0,384,384,"GasA","Gd","Y",812,670,1482,0,0,2,1,3,"Gd",7,1,"Attchd",2,392,"TA","TA",100,25,0,0
1585,195,0,7915,"Inside","1Story",6,5,1999,2000,"Gd","TA","PConc","Ex","TA","GLQ",1223,443,1666,"GasA","Ex","Y",1675,0,1675,1,0,2,0,3,"Gd",6,0,"Attchd",2,435,"TA","TA",165,52,0,0
1741,173.5,64,7697,"Inside","1Story",7,6,2007,2007,"Gd","TA","PConc","Gd","TA","Unf",0,1246,1246,"GasA","Ex","Y",1258,0,1258,0,0,2,0,3,"Gd",6,0,"Attchd",2,462,"TA","TA",0,0,0,0
2126,147.9,70,16561,"Inside","1Story",5,5,1996,1996,"TA","TA","PConc","Gd","TA","ALQ",549,548,1097,"GasA","Ex","Y",1097,0,1097,1,0,1,1,3,"TA",6,0,"Attchd",1,242,"TA","TA",306,0,0,0
2071,89.5,0,9000,"Inside","1Story",4,7,1945,1950,"Fa","TA","Slab","None","None","None",0,0,0,"GasA","TA","N",998,0,998,0,0,1,0,3,"TA",5,0,"2Types",2,460,"Fa","TA",0,0,140,0
2818,149.9,134,17755,"Inside","1Story",5,4,1959,1959,"TA","TA","CBlock","TA","TA","BLQ",176,1290,1466,"GasA","TA","Y",1466,0,1466,0,0,1,1,3,"Fa",6,2,"Attchd",2,528,"TA","TA",0,140,0,100
1848,148.8,0,5105,"FR2","2Story",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","GLQ",239,312,551,"GasA","Ex","Y",551,551,1102,0,0,2,1,2,"Gd",4,0,"Detchd",2,480,"TA","TA",0,60,0,0
1937,130,60,7134,"Inside","SLvl",5,5,1955,1955,"TA","TA","CBlock","TA","TA","ALQ",384,0,384,"GasA","TA","Y",1360,0,1360,0,0,1,0,3,"TA",6,1,"Detchd",2,572,"TA","TA",0,50,0,0
363,173,0,9248,"Inside","1Story",6,6,1992,1992,"TA","TA","PConc","Gd","TA","GLQ",560,598,1158,"GasA","Gd","Y",1167,0,1167,1,0,2,0,3,"Gd",6,0,"Attchd",2,400,"TA","TA",120,26,0,0
1463,255.9,0,11250,"Corner","2Story",8,5,2002,2002,"Gd","TA","PConc","Gd","TA","Unf",0,1128,1128,"GasA","Ex","Y",1149,1141,2290,0,0,2,1,4,"Gd",9,1,"Attchd",2,779,"TA","TA",0,0,0,0
2683,110.5,50,6000,"Inside","1Story",6,6,1925,1980,"TA","Gd","BrkTil","TA","TA","BLQ",397,706,1103,"GasA","Gd","Y",1103,0,1103,0,0,1,0,2,"Gd",5,1,"Detchd",2,440,"TA","TA",166,120,0,0
2516,221,60,7180,"Inside","1Story",8,5,2001,2002,"Gd","TA","PConc","Gd","TA","Unf",0,1568,1568,"GasA","Ex","Y",1568,0,1568,0,0,2,0,3,"Gd",6,1,"Attchd",2,564,"TA","TA",0,266,0,0
238,129,68,9571,"Inside","1Story",5,6,1956,1956,"TA","TA","CBlock","TA","TA","BLQ",739,405,1144,"GasA","TA","Y",1144,0,1144,1,0,1,0,3,"TA",6,0,"Attchd",1,596,"TA","TA",44,0,0,0
1985,85,50,5925,"Inside","1.5Fin",4,6,1900,1950,"TA","TA","BrkTil","Fa","TA","LwQ",122,0,570,"GasA","Gd","N",761,380,1141,0,0,1,0,3,"TA",6,0,"Detchd",1,252,"Fa","Fa",0,0,96,0
1925,174.85,80,9736,"Inside","1Story",6,6,1957,1969,"TA","TA","CBlock","TA","TA","BLQ",668,525,1331,"GasA","Gd","Y",1721,0,1721,0,0,1,0,4,"TA",8,3,"Attchd",2,464,"TA","TA",0,0,0,0
2784,174,42,10385,"CulDSac","SLvl",6,6,1978,1978,"TA","TA","CBlock","TA","Gd","ALQ",595,0,995,"GasA","TA","Y",1282,0,1282,0,1,2,0,3,"TA",6,0,"Detchd",3,672,"Fa","TA",386,0,0,0
263,127,68,7480,"Inside","1Story",5,6,1972,1972,"TA","TA","CBlock","TA","TA","ALQ",480,396,876,"GasA","TA","Y",876,0,876,1,0,1,0,3,"TA",5,0,"Detchd",2,484,"TA","TA",0,0,0,0
572,180,34,2998,"Inside","2Story",6,5,2000,2000,"Gd","TA","PConc","Gd","TA","GLQ",507,249,756,"GasA","Ex","Y",756,756,1512,1,0,2,1,2,"Gd",4,0,"Detchd",2,440,"TA","TA",0,32,0,0
538,203,76,10141,"Inside","1Story",8,5,2004,2004,"Gd","TA","PConc","Gd","TA","BLQ",516,222,1512,"GasA","Ex","Y",1512,0,1512,0,0,2,0,3,"Gd",6,0,"Attchd",3,845,"TA","TA",210,36,0,0
1240,163,76,9120,"Inside","1Story",6,6,1958,1958,"TA","TA","CBlock","TA","TA","ALQ",662,599,1261,"GasA","Ex","Y",1261,0,1261,1,0,1,0,3,"TA",6,1,"Attchd",2,433,"TA","TA",0,0,0,288
544,220,43,11492,"CulDSac","2Story",7,5,1996,1997,"Gd","TA","PConc","Gd","TA","GLQ",637,276,913,"GasA","Ex","Y",913,1209,2122,1,0,2,1,4,"Gd",8,1,"Attchd",2,559,"TA","TA",0,74,0,0
1101,250,84,14260,"FR2","2Story",8,5,2000,2000,"Gd","TA","PConc","Gd","TA","GLQ",655,490,1145,"GasA","Ex","Y",1145,1053,2198,1,0,2,1,4,"Gd",9,1,"Attchd",3,836,"TA","TA",192,84,0,0
2136,153.5,59,8660,"Inside","SLvl",5,5,1976,1976,"TA","Gd","CBlock","Gd","TA","GLQ",502,513,1015,"GasA","TA","Y",1025,0,1025,0,0,2,0,3,"TA",6,1,"Detchd",2,370,"TA","TA",127,0,0,0
1750,206.58,59,10936,"Inside","1Story",7,5,2006,2006,"Gd","TA","PConc","Gd","TA","Unf",0,1510,1510,"GasA","Ex","Y",1525,0,1525,0,0,2,1,3,"Gd",6,1,"Attchd",2,534,"TA","TA",100,18,0,0
448,386.25,103,13472,"Inside","1Story",10,5,2003,2003,"Ex","TA","PConc","Ex","TA","GLQ",56,2336,2392,"GasA","Ex","Y",2392,0,2392,0,0,2,0,3,"Ex",8,1,"Attchd",3,968,"TA","TA",248,105,0,0
1786,248.328,83,9849,"Inside","1Story",7,6,2007,2007,"Gd","TA","PConc","Gd","TA","Unf",0,1689,1689,"GasA","Ex","Y",1689,0,1689,0,0,2,0,3,"Gd",7,0,"Attchd",3,954,"TA","TA",0,56,0,0
2712,142.5,75,9000,"Corner","1Story",5,6,1966,1966,"TA","TA","CBlock","TA","TA","ALQ",773,286,1059,"GasA","Gd","Y",1059,0,1059,1,0,1,0,3,"TA",6,0,"Attchd",1,286,"TA","TA",0,88,0,0
280,107,94,7819,"Inside","SLvl",6,5,1976,1976,"TA","TA","CBlock","TA","TA","ALQ",422,480,1029,"GasA","TA","Y",1117,0,1117,1,0,1,0,3,"TA",6,1,"Detchd",2,672,"TA","TA",144,0,0,0
671,143.5,62,8010,"Inside","1Story",6,9,1958,2007,"Gd","Gd","CBlock","TA","TA","GLQ",745,206,951,"GasA","Gd","Y",951,0,951,1,0,1,0,2,"Gd",6,0,"Detchd",2,480,"TA","TA",0,0,42,0
939,222,0,21695,"Corner","1Story",6,9,1988,2007,"Gd","Gd","CBlock","Gd","TA","GLQ",808,72,880,"GasA","Ex","Y",1680,0,1680,1,0,2,0,3,"Gd",5,1,"Attchd",2,540,"TA","TA",292,44,0,0
188,149.7,90,7407,"Inside","1Story",6,7,1957,1996,"TA","TA","CBlock","TA","TA","GLQ",600,312,912,"GasA","TA","Y",1236,0,1236,1,0,1,0,2,"TA",6,0,"Attchd",2,923,"TA","TA",0,158,158,0
225,137.25,65,7832,"Inside","1Story",5,5,1968,1968,"TA","TA","CBlock","TA","TA","GLQ",775,89,864,"GasA","Ex","Y",864,0,864,1,0,1,0,2,"TA",4,0,"Detchd",1,280,"TA","TA",226,0,0,0
2193,79.275,60,8172,"Inside","1Story",4,5,1955,1955,"TA","TA","CBlock","TA","TA","ALQ",682,182,864,"GasA","TA","Y",864,0,864,1,0,1,0,3,"TA",5,0,"Detchd",2,528,"TA","TA",196,0,0,0
411,148.5,24,2280,"FR2","2Story",6,6,1976,1976,"TA","TA","CBlock","Gd","TA","ALQ",566,289,855,"GasA","TA","Y",855,601,1456,0,0,2,1,3,"TA",7,1,"Attchd",2,440,"TA","TA",87,0,0,0
2312,222,0,13006,"Corner","2Story",7,5,1997,1997,"TA","TA","PConc","Gd","TA","Unf",0,964,964,"GasA","Gd","Y",993,1243,2236,0,0,2,1,4,"Gd",8,1,"BuiltIn",2,642,"TA","TA",0,0,0,0
1455,237,75,9473,"Inside","2Story",8,5,2002,2002,"Gd","TA","PConc","Gd","TA","GLQ",804,324,1128,"GasA","Ex","Y",1128,903,2031,1,0,2,1,3,"Gd",7,1,"Attchd",2,577,"TA","TA",0,211,0,0
819,323.262,84,10933,"Inside","1Story",9,5,2009,2009,"Ex","TA","PConc","Ex","TA","GLQ",1021,534,1555,"GasA","Ex","Y",1680,0,1680,1,0,1,1,1,"Ex",8,1,"Attchd",3,1138,"TA","TA",185,24,0,0
2796,230,0,8125,"Inside","1Story",7,5,2002,2002,"Gd","TA","PConc","Gd","TA","GLQ",986,668,1654,"GasA","Ex","Y",1654,0,1654,1,0,2,0,3,"Gd",6,0,"Attchd",3,900,"TA","TA",0,136,0,0
2686,109,50,11672,"Inside","1Story",5,5,1925,1950,"TA","TA","BrkTil","TA","TA","Unf",0,816,816,"GasA","TA","Y",816,0,816,0,0,1,0,2,"TA",4,0,"Detchd",1,210,"Fa","Fa",168,0,112,0
1124,226.7,75,9803,"Inside","2Story",7,5,2005,2005,"Gd","TA","PConc","Gd","TA","GLQ",400,466,866,"GasA","Gd","Y",866,902,1768,0,0,2,1,3,"Gd",7,0,"Attchd",2,603,"TA","TA",0,108,0,0
1152,135,75,8100,"Inside","1Story",5,8,1961,2007,"TA","Gd","CBlock","TA","TA","ALQ",764,100,864,"GasA","Ex","Y",864,0,864,1,0,1,0,3,"Gd",5,1,"Detchd",1,420,"TA","TA",132,0,0,0
1591,146,77,9278,"FR2","1Story",5,5,2007,2008,"TA","TA","PConc","Gd","TA","Unf",0,1092,1092,"GasA","Ex","Y",1092,0,1092,0,0,1,0,2,"TA",5,0,"None",0,0,"None","None",0,52,0,0
1327,115.5,52,8516,"Inside","1Story",4,6,1958,2006,"TA","TA","CBlock","TA","TA","Unf",0,869,869,"GasA","TA","Y",1093,0,1093,0,0,1,0,2,"TA",5,0,"Detchd",1,308,"TA","TA",0,0,0,0
1439,188,57,8924,"CulDSac","2Story",7,5,1998,1999,"TA","TA","PConc","Gd","TA","Unf",0,880,880,"GasA","Ex","Y",880,844,1724,0,0,2,1,3,"Gd",8,0,"Attchd",2,527,"TA","TA",120,155,0,0
2138,134.9,45,8982,"CulDSac","1Story",5,5,1977,1977,"TA","TA","CBlock","Gd","TA","ALQ",539,501,1040,"GasA","TA","Y",1040,0,1040,0,0,1,1,3,"TA",5,0,"Detchd",2,748,"TA","TA",0,0,0,0
811,118.858,64,7018,"Inside","1Story",5,5,1979,1979,"TA","TA","Slab","None","None","None",0,0,0,"GasA","TA","Y",1535,0,1535,0,0,2,0,4,"TA",8,0,"Attchd",2,400,"TA","TA",0,0,0,0
2213,153.5,126,13108,"Inside","1Story",5,5,1951,1951,"TA","TA","CBlock","None","None","None",0,0,0,"GasA","Fa","Y",1226,0,1226,0,0,1,1,2,"TA",7,1,"Attchd",2,400,"TA","TA",174,24,120,228
2382,252,110,16163,"Corner","1Story",8,5,2004,2004,"Gd","TA","PConc","Gd","TA","Unf",0,1618,1618,"GasA","Ex","Y",1618,0,1618,0,0,2,0,2,"Gd",6,1,"Attchd",3,880,"TA","TA",0,0,0,0
2122,177.5,105,11249,"Inside","1Story",6,5,1995,1995,"Gd","Gd","PConc","Gd","Gd","ALQ",334,322,1200,"GasA","Ex","Y",1200,0,1200,1,0,2,0,3,"Gd",6,0,"Attchd",2,521,"TA","TA",0,26,0,0
2375,145,65,7514,"Inside","1Story",5,7,1967,1975,"TA","TA","CBlock","TA","TA","ALQ",373,462,943,"GasA","TA","Y",1387,0,1387,1,0,1,0,3,"TA",6,1,"Attchd",1,300,"TA","TA",0,0,240,0
1933,125,60,10950,"Inside","1Story",6,6,1952,1952,"TA","TA","CBlock","TA","TA","ALQ",441,507,948,"GasA","TA","Y",948,0,948,0,0,1,0,2,"TA",5,0,"Detchd",2,410,"TA","TA",0,48,0,0
2143,127,60,7200,"Inside","1Story",5,5,1972,2000,"TA","TA","CBlock","TA","TA","ALQ",671,193,864,"GasA","Gd","Y",864,0,864,1,0,1,0,3,"Ex",5,0,"Detchd",2,576,"Gd","Ex",155,0,0,0
590,230,0,13774,"Inside","2Story",7,7,1977,1992,"TA","Gd","PConc","Gd","TA","GLQ",432,476,908,"GasA","Ex","Y",1316,972,2288,0,0,1,2,4,"Gd",8,2,"Attchd",2,520,"TA","TA",321,72,0,156
2512,183.9,35,3735,"FR3","2Story",7,5,1999,1999,"Gd","TA","PConc","Gd","TA","GLQ",450,241,691,"GasA","Ex","Y",713,739,1452,1,0,2,1,3,"Gd",6,0,"Detchd",2,506,"TA","TA",0,34,0,0
1748,175,87,11084,"Corner","SLvl",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","GLQ",192,192,384,"GasA","Ex","Y",744,630,1374,1,0,2,1,3,"Gd",8,1,"BuiltIn",2,400,"TA","TA",100,0,0,0
976,86,21,1526,"Inside","SFoyer",4,8,1970,2002,"TA","Gd","CBlock","Gd","TA","GLQ",515,115,630,"GasA","TA","Y",630,0,630,1,0,1,0,1,"Gd",3,0,"Attchd",1,286,"TA","TA",0,0,0,0
950,215,71,12209,"CulDSac","2Story",6,5,2001,2002,"TA","TA","PConc","Ex","TA","ALQ",690,114,804,"GasA","Ex","Y",804,1157,1961,1,0,2,1,3,"Gd",7,1,"BuiltIn",2,560,"TA","TA",125,192,0,0
2415,219.21,58,14054,"Inside","2Story",7,5,2006,2006,"Gd","TA","PConc","Gd","TA","Unf",0,879,879,"GasA","Ex","Y",879,984,1863,0,0,2,1,4,"Gd",9,1,"BuiltIn",3,660,"TA","TA",100,17,0,0
